track_name,album_name,artist_name,ms_played
AMEN,COWBOY CARTER,Beyoncé,20710
I'M THAT GIRL,RENAISSANCE,Beyoncé,208014
AMERIICAN REQUIEM,COWBOY CARTER,Beyoncé,4424
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,200737
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,5779
Off the Wall,Off the Wall,Michael Jackson,246000
Chicago,XSCAPE,Michael Jackson,245506
The Girl Is Mine (with Paul McCartney),Thriller,Michael Jackson,221365
Thriller,Thriller,Michael Jackson,3235
Another Part of Me - 2012 Remaster,Bad 25th Anniversary,Michael Jackson,234720
Don't Stop 'Til You Get Enough,Off the Wall,Michael Jackson,3862
Blood on the Dance Floor,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,Michael Jackson,253000
Human Nature,Thriller,Michael Jackson,246040
Who Is It,Dangerous,Michael Jackson,393306
Why You Wanna Trip on Me,Dangerous,Michael Jackson,14402
YA YA,COWBOY CARTER,Beyoncé,274766
DESERT EAGLE,COWBOY CARTER,Beyoncé,72448
OH LOUISIANA,COWBOY CARTER,Beyoncé,3936
TEXAS HOLD 'EM,COWBOY CARTER,Beyoncé,1068
MY ROSE,COWBOY CARTER,Beyoncé,53442
SMOKE HOUR ★ WILLIE NELSON,COWBOY CARTER,Beyoncé,2188
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,199328
IN YOUR EYES,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,214453
Sweet Dreams,I AM...SASHA FIERCE,Beyoncé,208066
Tightrope,BB/ANG3L,Tinashe,5606
All the Way Down,Hallucinogen,Kelela,268986
COZY,RENAISSANCE,Beyoncé,43528
YA YA,COWBOY CARTER,Beyoncé,274766
Waitin,Take Me Apart,Kelela,5960
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,296184
BLACKBIIRD,COWBOY CARTER,Beyoncé,131949
ALLIIGATOR TEARS,COWBOY CARTER,Beyoncé,179397
RIIVERDANCE,COWBOY CARTER,Beyoncé,207158
OH LOUISIANA,COWBOY CARTER,Beyoncé,8126
IN YOUR EYES,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,16682
IN YOUR EYES,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,214453
Tightrope,BB/ANG3L,Tinashe,186094
My Last Breath,Fallen,Evanescence,4543
Everybody's Fool,Fallen,Evanescence,193050
Time is Running Out,Absolution,Muse,1022
Alter Ego (with JT),Alter Ego (with JT),Doechii,7500
MY HOUSE,MY HOUSE,Beyoncé,1253
Take Me Apart,Take Me Apart,Kelela,2368
Alter Ego (with JT),Alter Ego (with JT),Doechii,204094
MY HOUSE,MY HOUSE,Beyoncé,262940
SPAGHETTII,COWBOY CARTER,Beyoncé,95905
Speechless,Dangerously In Love,Beyoncé,62717
Upgrade U (feat. JAY-Z),B'Day,Beyoncé,3088
Speechless,Dangerously In Love,Beyoncé,360493
II HANDS II HEAVEN,COWBOY CARTER,Beyoncé,341312
Kitty Kat,B'Day Deluxe Edition,Beyoncé,235680
Upgrade U (feat. JAY-Z),B'Day,Beyoncé,272706
Speechless,Dangerously In Love,Beyoncé,360493
Speechless,Dangerously In Love,Beyoncé,21590
FLAMENCO,COWBOY CARTER,Beyoncé,100364
Pure Love,Petals For Armor,Hayley Williams,187086
When It Rains,Riot!,Paramore,212401
Pass The Dutchie,Anthology,Musical Youth,905
THE LINDA MARTELL SHOW,COWBOY CARTER,Beyoncé,27097
YA YA,COWBOY CARTER,Beyoncé,273790
OH LOUISIANA,COWBOY CARTER,Beyoncé,5780
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,296184
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,199048
,,,470529
Lonely Mountain Town,Lonely Mountain Town,Charles Wesley Godwin,1114
crushcrushcrush,Riot!,Paramore,189373
When It Rains,Riot!,Paramore,35464
Lonely Mountain Town,Lonely Mountain Town,Charles Wesley Godwin,1207
When It Rains,Riot!,Paramore,21293
TYRANT,COWBOY CARTER,Beyoncé,2321
When It Rains,Riot!,Paramore,192608
Turn It Off,Brand New Eyes,Paramore,259720
Rose-Colored Boy,After Laughter,Paramore,136642
visions,how i'm feeling now,Charli xcx,3668
Rose-Colored Boy,After Laughter,Paramore,212853
Hard Times,After Laughter,Paramore,182693
Still into You,Paramore,Paramore,216013
Paranoid,808s & Heartbreak,Kanye West,5992
Days,Bird's Eye,Ravyn Lenae,264653
Dream Girl,Bird's Eye,Ravyn Lenae,225571
Where I'm From (feat. Mereba),HYPNOS,Ravyn Lenae,231505
Smooth Operator - Single Version,The Best of Sade,Sade,265400
Cariño,"Superclean, Vol. II",The Marías,265392
//aguardiente y limón %ᵕ‿‿ᵕ%,Sin Miedo (del Amor y Otros Demonios) ∞,Kali Uchis,168318
Sweet Time,Sweet Time,Raveena,257795
Tweety,Tweety,Raveena,239245
Sometimes,Magic 8ball,Mac Ayres,133691
Real Life,Submarine,The Marías,213615
Sugar,Untourable Album,Men I Trust,182797
Mercury (feat. Fousheé),HYPNOS,Ravyn Lenae,6211
Tree Among Shrubs,Untourable Album,Men I Trust,213161
Always Lone,Untourable Album,Men I Trust,200600
Ante Meridiem,Untourable Album,Men I Trust,52383
Steeeam,Shelly,Shelly,191756
Natural,Shelly,Shelly,170387
Right Side of My Neck,Atlanta Millionaires Club,Faye Webster,159681
Hurts Me Too,Atlanta Millionaires Club,Faye Webster,207720
Dreams,When I Get Home,Solange,154991
Little by Little,CINEMA,The Marías,184888
Heavy,CINEMA,The Marías,259971
I Don't Know You,"Superclean, Vol. I",The Marías,1618
INDECISIVE,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,194072
LOST YOU,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,176734
IN YOUR EYES,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,213474
JUST LIKE THAT,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,186568
"NEON PEACH feat. Tyler, The Creator",TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,191120
WE DON'T HAVE TO TALK ABOUT IT,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,198566
TANGERINE DREAM,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,212586
TEMPORARY HIGHS,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,79085
VIOLET SKIES,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,183106
"IN THE MOMENT feat. Tyler, The Creator",TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,96540
LOST YOU,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,2020
"IN THE MOMENT feat. Tyler, The Creator",TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,124853
ON MY MIND feat. James Fauntleroy,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,221287
TASTE,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,136549
EVERYTHING,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,244311
DYING 4 YOUR LOVE,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,203158
SAVE YOURSELF,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,118520
IN YOUR EYES,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,214453
VIOLET SKIES,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,183093
"IN THE MOMENT feat. Tyler, The Creator",TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,214280
TASTE,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,137533
INDECISIVE,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,194040
LOST YOU,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,177720
JUST LIKE THAT,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,6805
"NEON PEACH feat. Tyler, The Creator",TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,192106
TANGERINE DREAM,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,212592
TEMPORARY HIGHS,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,80066
Speechless,Dangerously In Love,Beyoncé,360493
WE DON'T HAVE TO TALK ABOUT IT,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,198546
TANGERINE DREAM,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,5096
Pure Love,Petals For Armor,Hayley Williams,187086
Over Yet,Petals For Armor,Hayley Williams,214959
Decode,Decode,Paramore,261960
Pressure,All We Know Is Falling,Paramore,185733
MY HOUSE,MY HOUSE,Beyoncé,6535
Uprising,The Resistance,Muse,304840
My Own Summer (Shove It),Around the Fur,Deftones,214760
So Far So Fake,The Jaws Of Life,Pierce The Veil,236160
Cherry Waves,Saturday Night Wrist,Deftones,317706
CN TOWER,$ome $exy $ongs 4 U,PARTYNEXTDOOR,1640
It Ain't Over 'Til It's Over,Mama Said,Lenny Kravitz,242640
Rhiannon,Fleetwood Mac,Fleetwood Mac,252773
Sextape,Diamond Eyes,Deftones,241533
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
Pool House,When We Were Friends,The Backseat Lovers,269411
Hella Good,Rock Steady,No Doubt,242586
In Too Deep,"All Killer, No Filler",Sum 41,207093
Supermassive Black Hole,Black Holes and Revelations,Muse,212439
Don't Speak,Tragic Kingdom,No Doubt,263560
Underneath It All,Rock Steady,No Doubt,302720
Right Down the Line,City to City,Gerry Rafferty,267773
Love Season,Hear Me Roar,J Boog,226975
Misty Morning,Kaya,Bob Marley & The Wailers,213866
Jamming,Exodus,Bob Marley & The Wailers,211000
Could You Be Loved,Uprising,Bob Marley & The Wailers,237000
In Bloom (feat. Lila Iké),In Search Of Lost Time,Protoje,227613
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,200737
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,6815
Kerosene!,Heaven To A Tortured Mind,Yves Tumor,305506
Dress Down,Cologne,Kaoru Akimoto,272533
Plastic Love,Expressions,Mariya Takeuchi,294493
St Magdalene’s Wood,St Magdalene’s Wood,Kelora,6708
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
Hella Good,Rock Steady,No Doubt,242586
"IN THE MOMENT feat. Tyler, The Creator",TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,214280
TASTE,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,137533
VIOLET SKIES,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,184066
"NEON PEACH feat. Tyler, The Creator",TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,192106
DYING 4 YOUR LOVE,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,204133
Number One,In My Mind,Pharrell Williams,304881
Dress Down,Cologne,Kaoru Akimoto,272533
Hit Different,Hit Different,SZA,202007
Green Juice (feat. Pharrell Williams),Green Juice (feat. Pharrell Williams),A$AP Ferg,174136
Pigeon,Atlanta Millionaires Club,Faye Webster,2912
Dat Right There (with Pharrell Williams & The Neptunes),Still Over It,Summer Walker,189060
Cherry-coloured Funk,Heaven or Las Vegas,Cocteau Twins,191471
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,193100
Iceblink Luck,Heaven or Las Vegas,Cocteau Twins,197713
Fifty-fifty Clown,Heaven or Las Vegas,Cocteau Twins,189218
Heaven or Las Vegas,Heaven or Las Vegas,Cocteau Twins,297404
I Wear Your Ring,Heaven or Las Vegas,Cocteau Twins,208379
Fotzepolitic,Heaven or Las Vegas,Cocteau Twins,209962
Wolf in the Breast,Heaven or Las Vegas,Cocteau Twins,210214
"Road, River and Rail",Heaven or Las Vegas,Cocteau Twins,200169
Frou-frou Foxes in Midsummer Fires,Heaven or Las Vegas,Cocteau Twins,338053
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
Cherry-coloured Funk,Heaven or Las Vegas,Cocteau Twins,9535
Cherry-coloured Funk,Heaven or Las Vegas,Cocteau Twins,191471
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,193123
Iceblink Luck,Heaven or Las Vegas,Cocteau Twins,197713
Fifty-fifty Clown,Heaven or Las Vegas,Cocteau Twins,189241
Heaven or Las Vegas,Heaven or Las Vegas,Cocteau Twins,297428
I Wear Your Ring,Heaven or Las Vegas,Cocteau Twins,208356
Fotzepolitic,Heaven or Las Vegas,Cocteau Twins,209962
Wolf in the Breast,Heaven or Las Vegas,Cocteau Twins,210214
"Road, River and Rail",Heaven or Las Vegas,Cocteau Twins,200169
Cherry-coloured Funk,Heaven or Las Vegas,Cocteau Twins,1720
Frou-frou Foxes in Midsummer Fires,Heaven or Las Vegas,Cocteau Twins,335920
,,,5839984
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
Lorelei,Treasure,Cocteau Twins,223266
"Sea, Swallow Me - 2024 Remaster",The Moon and the Melodies,Cocteau Twins,189632
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
Fifty-fifty Clown,Heaven or Las Vegas,Cocteau Twins,190213
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
Rock With U,Discipline,Janet Jackson,845
I Wear Your Ring,Heaven or Las Vegas,Cocteau Twins,206338
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,219807
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,3403
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
Fifty-fifty Clown,Heaven or Las Vegas,Cocteau Twins,190213
Cherry-coloured Funk,Heaven or Las Vegas,Cocteau Twins,192466
Heaven or Las Vegas,Heaven or Las Vegas,Cocteau Twins,298400
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
Hella Good,Rock Steady,No Doubt,242586
Pressure,All We Know Is Falling,Paramore,185733
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
That's What You Get,Riot!,Paramore,220480
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
Rock With U,Discipline,Janet Jackson,232186
It's My Life,The Set List,No Doubt,49671
That's The Way Love Goes,Janet,Janet Jackson,265106
Feedback,Discipline,Janet Jackson,218213
The Pleasure Principle,Control,Janet Jackson,297973
Freak Hoe,DS2,Future,174733
365 featuring shygirl,Brat and it’s completely different but also still brat,Charli xcx,121273
B2b featuring tinashe,B2b featuring tinashe,Charli xcx,153387
Club classics,BRAT,Charli xcx,153526
Talk talk featuring troye sivan,Talk talk featuring troye sivan,Charli xcx,173076
After Midnight,The Rise and Fall of a Midwest Princess,Chappell Roan,204857
HOT TO GO!,The Rise and Fall of a Midwest Princess,Chappell Roan,184841
Pink Pony Club,The Rise and Fall of a Midwest Princess,Chappell Roan,258034
Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Troye Sivan,172151
Super Graphic Ultra Modern Girl,The Rise and Fall of a Midwest Princess,Chappell Roan,183888
My Girl,Girl,Coco & Clair Clair,165000
Pop Star,Sexy,Coco & Clair Clair,184222
TASTE,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,137533
"IN THE MOMENT feat. Tyler, The Creator",TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,214280
Speechless,Dangerously In Love,Beyoncé,360493
Suga Honey Iced Tea,Tasty,Kelis,203440
Mango Butter,Wanderlust,Durand Bernarr,5913
APESHIT,EVERYTHING IS LOVE,The Carters,46
SUMMER,EVERYTHING IS LOVE,The Carters,7755
SUMMER,EVERYTHING IS LOVE,The Carters,284212
APESHIT,EVERYTHING IS LOVE,The Carters,263859
BOSS,EVERYTHING IS LOVE,The Carters,243163
NICE,EVERYTHING IS LOVE,The Carters,232715
713,EVERYTHING IS LOVE,The Carters,192411
FRIENDS,EVERYTHING IS LOVE,The Carters,343307
HEARD ABOUT US,EVERYTHING IS LOVE,The Carters,189045
BLACK EFFECT,EVERYTHING IS LOVE,The Carters,314067
LOVEHAPPY,EVERYTHING IS LOVE,The Carters,229026
HEARD ABOUT US,EVERYTHING IS LOVE,The Carters,190026
BOSS,EVERYTHING IS LOVE,The Carters,244133
BLACK EFFECT,EVERYTHING IS LOVE,The Carters,2947
LOVEHAPPY,EVERYTHING IS LOVE,The Carters,227840
Crazy For Me,What I Didn’t Tell You,Coco Jones,133886
Caliber,What I Didn’t Tell You,Coco Jones,181774
Double Back,What I Didn’t Tell You,Coco Jones,158278
ICU,What I Didn’t Tell You,Coco Jones,240660
No Chaser,What I Didn’t Tell You,Coco Jones,172953
Headline,What I Didn’t Tell You,Coco Jones,169735
Spend It,What I Didn’t Tell You,Coco Jones,155067
Fallin,What I Didn’t Tell You,Coco Jones,161209
Simple,What I Didn’t Tell You,Babyface,150624
Put You On,What I Didn’t Tell You,Coco Jones,165510
Plan B,What I Didn’t Tell You,Coco Jones,195816
Spend It,What I Didn’t Tell You,Coco Jones,156049
Put You On,What I Didn’t Tell You,Coco Jones,166472
Fallin,What I Didn’t Tell You,Coco Jones,161219
Simple,What I Didn’t Tell You,Babyface,150610
Put You On,What I Didn’t Tell You,Coco Jones,166472
Plan B,What I Didn’t Tell You,Coco Jones,3909
No Chaser,What I Didn’t Tell You,Coco Jones,173931
The Pleasure Principle,Control,Janet Jackson,297973
Let's Wait Awhile,Control,Janet Jackson,277400
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,200737
IN YOUR EYES,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,214453
Suga Honey Iced Tea,Tasty,Kelis,203440
Life's Too Short,Songs For You,Tinashe,191045
Kitty Kat,B'Day Deluxe Edition,Beyoncé,235680
Millionaire (feat. André 3000),Tasty,Kelis,224933
Sound of Rain,When I Get Home,Solange,185960
Feedback,Discipline,Janet Jackson,6321
"NEON PEACH feat. Tyler, The Creator",TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,192106
VIOLET SKIES,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,184066
Hey Baby,Rock Steady,No Doubt,6439
Tits On The Radio,Scissor Sisters,Scissor Sisters,10269
Plush - 2017 Remaster,Core,Stone Temple Pilots,2346
Riot Rhythm,Treats,Sleigh Bells,2044
Hella Good,Rock Steady,No Doubt,242586
Sweet Time,Sweet Time,Raveena,251433
VIOLET SKIES,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,4363
Spend It,What I Didn’t Tell You,Coco Jones,163897
Hella Good,Rock Steady,No Doubt,242586
The Pleasure Principle,Control,Janet Jackson,297973
Suga Honey Iced Tea,Tasty,Kelis,203440
Rock With U,Discipline,Janet Jackson,232186
HEARD ABOUT US,EVERYTHING IS LOVE,The Carters,189187
"IN THE MOMENT feat. Tyler, The Creator",TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,3038
Hella Good,Rock Steady,No Doubt,242586
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
"IN THE MOMENT feat. Tyler, The Creator",TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,214280
TASTE,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,137533
Fifty-fifty Clown,Heaven or Las Vegas,Cocteau Twins,190213
The Pleasure Principle,Control,Janet Jackson,297973
Suga Honey Iced Tea,Tasty,Kelis,59941
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
Heaven or Las Vegas,Heaven or Las Vegas,Cocteau Twins,297439
I Wear Your Ring,Heaven or Las Vegas,Cocteau Twins,209346
Fifty-fifty Clown,Heaven or Las Vegas,Cocteau Twins,190213
Fotzepolitic,Heaven or Las Vegas,Cocteau Twins,210933
Suga Honey Iced Tea,Tasty,Kelis,203440
Hella Good,Rock Steady,No Doubt,242586
FLAMENCO,COWBOY CARTER,Beyoncé,12005
The Pleasure Principle,Control,Janet Jackson,297973
Spend It,What I Didn’t Tell You,Coco Jones,156049
Rock With U,Discipline,Janet Jackson,13208
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
Hella Good,Rock Steady,No Doubt,242586
Suga Honey Iced Tea,Tasty,Kelis,142833
Rock With U,Discipline,Janet Jackson,9055
The Pleasure Principle,Control,Janet Jackson,1792
You Can Be Mine,Control,Janet Jackson,394
The Pleasure Principle,Control,Janet Jackson,297973
LOVEHAPPY,EVERYTHING IS LOVE,The Carters,229026
Spin (feat. Victoria Monét),MEGAN,Megan Thee Stallion,186851
Down Stairs DJ,MEGAN,Megan Thee Stallion,54645
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
Moody Girl,MEGAN,Megan Thee Stallion,167529
"IN THE MOMENT feat. Tyler, The Creator",TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,214280
TASTE,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,83252
Hella Good,Rock Steady,No Doubt,96339
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,52824
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,52391
Jamming,Exodus,Bob Marley & The Wailers,1061
Right Down the Line,City to City,Gerry Rafferty,264701
Speechless,Dangerously In Love,Beyoncé,360493
Take Me Apart,Take Me Apart,Kelela,3571
Spend It,What I Didn’t Tell You,Coco Jones,156049
Put You On,What I Didn’t Tell You,Coco Jones,166472
No Chaser,What I Didn’t Tell You,Coco Jones,173931
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,3818
HEARD ABOUT US,EVERYTHING IS LOVE,The Carters,2884
LOVEHAPPY,EVERYTHING IS LOVE,The Carters,227777
Damn Right (feat. Childish Gambino & Kali Uchis),Damn Right (feat. Childish Gambino & Kali Uchis),JENNIE,230171
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
Fifty-fifty Clown,Heaven or Las Vegas,Cocteau Twins,190213
It Ain't Over 'Til It's Over,Mama Said,Lenny Kravitz,242640
Pressure,All We Know Is Falling,Paramore,185733
That's What You Get,Riot!,Paramore,109835
That's What You Get,Riot!,Paramore,220480
When It Rains,Riot!,Paramore,215093
crushcrushcrush,Riot!,Paramore,189373
Pure Love,Petals For Armor,Hayley Williams,187086
Over Yet,Petals For Armor,Hayley Williams,214959
my hair,Positions,Ariana Grande,2539
MY HOUSE,MY HOUSE,Beyoncé,261347
I'M THAT GIRL,RENAISSANCE,Beyoncé,207029
COZY,RENAISSANCE,Beyoncé,209387
ALIEN SUPERSTAR,RENAISSANCE,Beyoncé,214473
CUFF IT,RENAISSANCE,Beyoncé,224432
ENERGY (feat. Beam),RENAISSANCE,Beyoncé,115747
BREAK MY SOUL,RENAISSANCE,Beyoncé,277287
CHURCH GIRL,RENAISSANCE,Beyoncé,223496
PLASTIC OFF THE SOFA,RENAISSANCE,Beyoncé,253352
VIRGO'S GROOVE,RENAISSANCE,Beyoncé,367765
MOVE (feat. Grace Jones & Tems),RENAISSANCE,Beyoncé,202391
HEATED,RENAISSANCE,Beyoncé,259791
THIQUE,RENAISSANCE,Beyoncé,243828
ALL UP IN YOUR MIND,RENAISSANCE,Beyoncé,168843
AMERICA HAS A PROBLEM,RENAISSANCE,Beyoncé,197926
PURE/HONEY,RENAISSANCE,Beyoncé,287281
SUMMER RENAISSANCE,RENAISSANCE,Beyoncé,273997
YA YA,COWBOY CARTER,Beyoncé,274766
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,200737
DESERT EAGLE,COWBOY CARTER,Beyoncé,71488
RIIVERDANCE,COWBOY CARTER,Beyoncé,251986
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,291258
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
Fifty-fifty Clown,Heaven or Las Vegas,Cocteau Twins,190213
The Pleasure Principle,Control,Janet Jackson,297973
365 featuring shygirl,Brat and it’s completely different but also still brat,Charli xcx,121273
Talk talk featuring troye sivan,Talk talk featuring troye sivan,Charli xcx,173076
FLAMENCO,COWBOY CARTER,Beyoncé,100364
Sympathy is a knife,BRAT,Charli xcx,151125
Number One,In My Mind,Pharrell Williams,236573
Alter Ego (with JT),Alter Ego (with JT),Doechii,204094
DENIAL IS A RIVER,Alligator Bites Never Heal,Doechii,159586
Rewind,Hallucinogen,Kelela,238145
Truth Or Dare,Take Me Apart,Kelela,252329
Bluff,Take Me Apart,Kelela,72043
COZY,RENAISSANCE,Beyoncé,210372
Tweety,Tweety,Raveena,232773
MY HOUSE,MY HOUSE,Beyoncé,262941
my hair,Positions,Ariana Grande,158436
Upgrade U (feat. JAY-Z),B'Day,Beyoncé,272706
IN YOUR EYES,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,214453
Tightrope,BB/ANG3L,Tinashe,186094
All I Wanted,Brand New Eyes,Paramore,225786
Bring Me To Life,Fallen,Evanescence,234915
Everybody's Fool,Fallen,Evanescence,195880
Going Under,Fallen,Evanescence,214946
That's What You Get,Riot!,Paramore,220480
crushcrushcrush,Riot!,Paramore,189373
Fences,Riot!,Paramore,198973
When It Rains,Riot!,Paramore,215093
Little Bit,Essentials,Erika de Casier,286000
Mango Butter,Wanderlust,Durand Bernarr,222457
Hurts Me Too,Atlanta Millionaires Club,Faye Webster,201120
Room Temperature,Atlanta Millionaires Club,Faye Webster,244306
Right of Spring,Moon Shoes EP,Ravyn Lenae,2079
Life's Too Short,Songs For You,Tinashe,188992
Dreams,When I Get Home,Solange,148253
Serenade of Water,Untourable Album,Men I Trust,185660
IN THE AIR,COLORWAY,DESTIN CONRAD,136695
ABQ,"Superclean, Vol. II",The Marías,311035
White Gloves,The Universe Smiles Upon You,Khruangbin,218306
Blind,SOS,SZA,150720
Sorbitol,Untourable Album,Men I Trust,178547
BLACKBIIRD,COWBOY CARTER,Beyoncé,131949
A Fan's Mail (Tron Song Suite II),Drunk,Thundercat,158938
Over the Moon,"Superclean, Vol. II",The Marías,182900
All the Way Down (unplugged),In The Blue Light,Kelela,339560
All the Way Down,Hallucinogen,Kelela,268987
day to day,CROSSOVER (Deluxe),Dua Saleh,177483
ALLIIGATOR TEARS,COWBOY CARTER,Beyoncé,179397
Lovefool,Amo XO,No Vacation,130961
Come Back to Earth,Swimming,Mac Miller,4999
Hold On,Hive Mind,The Internet,406466
Lucky,Where the Butterflies Go in the Rain,Raveena,226306
Little by Little,CINEMA,The Marías,178493
Porcelain,Oncle Jazz,Men I Trust,212889
Cranes in the Sky,A Seat at the Table,Solange,250973
Gonna Bleach My Eyebrows,Gonna Bleach My Eyebrows,Alemeda,134545
Heaven,Heaven,Clairo,5394
The Girl Is Mine (with Paul McCartney),Thriller,Michael Jackson,222333
One Another,This Old Dog,Mac DeMarco,166213
A Wolf Who Wears Sheeps Clothes,This Old Dog,Mac DeMarco,169066
